Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
    Land preparation,432,333,285,250,547,349,369,341,235,263,531,362,1319,1455,814,1101,1895,1609,1433,1665,753,1152,2841,1713,1768,3223,1312,1888,2307,4259,2448,5699,1722,1632,4002,9755
    Crop establishment,43,113,29,81,55,133,415,473,681,492,91,119,248,366,144,188,367,474,281,510,111,171,633,761,896,2656,764,1058,1054,3768,860,911,870,908,840,934
    Crop care and maintenance,688,816,1143,1055,331,218,1076,599,1034,524,1127,697,2495,2012,2330,2328,2683,1599,3273,2503,2971,2816,3898,1591,2556,3502,2200,2078,2978,4648,1532,1599,1767,1680,1028,1299
    Harvesting and threshing,123,464,0,0,219,608,20,92,36,123,0,0,119,383,92,298,150,466,217,811,21,111,625,1355,4,30,7,40,0,0,200,1202,27,145,571,2098
    Post-harvest labor,53,61,23,33,76,69,320,213,214,204,449,143,104,159,43,135,174,157,236,448,107,180,505,682,0,0,0,0,0,0,83,163,58,169,135,139
Total Labor Costs,10115,,12110,,8554,,13171,,15060,,10877,,19263,,21343,,16885,,19385,,19392,,19371,,29599,,28930,,30392,,21088,,22925,,17151,
Zamboanga del Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 51),,(n = 39),,(n = 12),,(n = 50),,(n = 41),,(n = 9),,(n = 60),,(n = 45),,(n = 15),,(n = 60),,(n = 49),,(n = 11),,(n = 120),,(n = 106),,(n = 14),,(n = 118),,(n = 104),,(n = 14),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,94,288,81,216,133,462,33,84,30,71,44,133,111,187,115,192,101,178,40,132,30,124,83,162,163,409,169,426,117,252,136,274,146,286,56,141
    Land preparation,2248,1462,2526,1450,1345,1132,2154,1485,1963,1290,3023,2037,2131,1477,2370,1501,1415,1173,3748,1986,3821,1774,3424,2832,4500,2826,4668,2855,3233,2309,3657,2560,3705,2264,3300,4267
    Crop establishment,1744,775,1690,827,1920,567,2211,900,2122,761,2619,1355,3790,1143,3649,1134,4213,1099,3109,660,2990,658,3638,340,4239,1394,4301,1407,3772,1243,4568,2299,4738,2309,3304,1830
    Crop care and maintenance,492,810,504,607,454,1306,267,623,302,668,111,333,277,531,243,443,380,746,164,346,144,323,255,441,409,834,445,873,138,351,458,857,499,900,151,251
    Harvesting and threshing,3146,1102,3296,970,2655,1388,3074,810,3072,841,3083,697,4463,1034,4670,1002,3844,899,4763,1079,4856,1154,4348,494,5321,2311,5367,2362,4970,1917,5639,1960,5886,1839,3803,1910
    Post-harvest labor,321,457,350,502,229,257,450,489,482,520,301,287,361,424,390,445,276,353,488,489,503,481,420,541,865,866,911,888,522,587,1096,1012,1209,1020,255,327
    Permanent hired labor,854,1959,1019,2140,317,1097,825,2100,969,2288,168,504,1280,3855,771,3160,2804,5282,1261,3269,1544,3562,0,0,1527,3666,1435,3345,2229,5665,2450,4927,2581,5165,1479,2426
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,55,38,52,37,66,41,96,59,90,58,127,58,282,312,327,336,145,171,340,318,324,321,410,311,698,1376,709,1445,611,667,267,363,258,362,338,378
    Land preparation,386,428,349,428,507,423,419,466,430,483,371,397,737,733,710,699,817,849,915,1014,779,904,1522,1286,1124,1332,1135,1380,1041,914,942,3347,396,750,5001,8730
    Crop establishment,73,235,88,267,24,36,416,380,469,350,176,441,169,319,204,354,64,143,172,200,169,202,187,199,442,494,436,487,489,566,614,2883,660,3069,271,232
    Crop care and maintenance,1011,984,1123,1076,646,461,989,627,948,634,1178,586,1126,989,1384,1000,352,355,1209,1106,1341,1175,623,361,1016,979,1016,1023,1016,555,722,917,723,913,720,978
    Harvesting and threshing,35,252,46,288,0,0,0,0,0,0,0,0,20,137,26,158,0,0,8,65,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Post-harvest labor,25,45,24,48,26,38,246,173,241,177,271,163,43,88,52,99,19,32,68,88,50,72,149,110,0,0,0,0,0,0,0,0,0,0,0,0
Total Labor Costs,10484,,11150,,8321,,11180,,11116,,11473,,14791,,14911,,14432,,16287,,16562,,15060,,20305,,20592,,18137,,20548,,20800,,18679,
Zamboanga Sibugay,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 22),,(n = 4),,(n = 18),,(n = 15),,(n = 3),,(n = 12),,(n = 24),,(n = 8),,(n = 16),,(n = 25),,(n = 6),,(n = 19),,(n = 120),,(n = 86),,(n = 34),,(n = 94),,(n = 36),,(n = 58),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,60,143,0,0,74,156,27,82,0,0,34,91,84,233,89,127,82,275,17,55,62,104,3,11,353,547,347,582,370,453,124,290,82,146,151,349
    Land preparation,976,1080,950,1109,982,1106,1002,1039,433,751,1144,1078,2757,1760,2946,2073,2663,1647,3075,1661,3982,1408,2788,1663,2579,2029,2707,2067,2253,1920,2227,2250,1874,1267,2445,2673
    Crop establishment,1121,1478,75,150,1354,1542,1323,1510,1833,1650,1195,1522,3648,2146,3416,2786,3764,1843,3076,1993,2848,1865,3148,2075,3489,2328,3655,2405,3069,2098,3868,2983,3835,2229,3889,3386
    Crop care and maintenance,961,1860,750,1500,1008,1966,234,496,333,577,210,499,284,494,249,342,301,564,282,550,464,601,225,536,512,976,593,1107,307,468,255,797,84,192,361,991
    Harvesting and threshing,3441,1345,4302,196,3249,1419,4065,1862,5477,1087,3713,1876,6732,2125,5892,1132,7152,2400,6467,2377,5748,2944,6693,2213,7594,4378,8104,4606,6306,3473,7625,3824,7841,3503,7491,4034
    Post-harvest labor,178,323,288,352,154,322,471,515,910,403,362,492,523,525,894,646,337,344,492,552,882,705,368,449,906,904,1066,956,502,598,953,965,847,741,1019,1081
    Permanent hired labor,1544,2664,5277,3243,715,1705,2454,4686,8149,8570,1031,1882,2295,3735,899,2543,2992,4101,2484,3564,832,2038,3005,3819,3910,7448,3807,7579,4172,7210,2281,5098,3797,6995,1340,3164
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,49,50,0,0,60,49,54,62,44,76,56,62,212,348,99,152,269,405,221,304,69,110,270,331,242,706,296,822,106,174,246,354,233,309,254,382
    Land preparation,507,485,0,0,619,466,401,484,160,277,461,514,789,1044,910,1142,728,1025,597,896,492,1084,631,860,1126,2624,1434,3025,346,620,916,1420,684,813,1060,1682
    Crop establishment,373,728,0,0,456,784,305,528,29,50,374,573,112,175,123,192,107,172,253,839,37,66,321,958,631,2806,834,3295,119,240,650,2105,251,356,898,2643
    Crop care and maintenance,321,306,0,0,392,294,403,428,194,335,455,445,983,1158,953,1263,999,1145,791,982,470,327,893,1100,1054,2800,834,1092,1611,4975,895,853,875,724,907,929
    Harvesting and threshing,82,306,0,0,100,338,263,549,0,0,329,599,0,0,0,0,0,0,126,630,0,0,166,723,249,1348,167,1092,456,1851,85,580,0,0,138,736
    Post-harvest labor,12,37,0,0,15,40,108,195,13,22,132,213,66,132,40,39,79,160,56,92,36,42,63,103,0,0,0,0,0,0,17,47,10,31,21,54
Total Labor Costs,9626,,11642,,9178,,11110,,17575,,9494,,18486,,16510,,19474,,17937,,15921,,18573,,22646,,23844,,19617,,20142,,20412,,19974,
Bukidnon,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 48),,(n = 29),,(n = 18),,(n = 32),,(n = 26),,(n = 6),,(n = 80),,(n = 67),,(n = 13),,(n = 77),,(n = 71),,(n = 6),,(n = 156),,(n = 120),,(n = 36),,(n = 168),,(n = 124),,(n = 44),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,4,27,0,0,10,44,0,0,0,0,0,0,26,147,32,160,0,0,23,133,25,138,0,0,28,102,28,104,31,97,14,61,15,66,9,42
    Land preparation,1592,1066,1567,995,1612,1227,1700,950,1615,962,2064,877,2122,1483,2198,1554,1732,999,2227,1808,2171,1778,2889,2198,2107,1539,2049,1458,2299,1794,2309,1599,2343,1663,2212,1417
    Crop establishment,781,1211,992,1387,485,824,625,1094,760,1175,40,98,1119,1858,1156,1819,931,2117,1408,1894,1434,1939,1108,1340,2347,2623,2305,2680,2486,2457,2386,2402,2129,2314,3110,2523
    Crop care and maintenance,39,136,27,81,62,199,164,299,170,296,140,343,160,353,187,379,25,89,174,464,179,477,112,275,337,591,334,575,348,650,411,728,444,775,321,571
    Harvesting and threshing,5116,1386,5398,1347,4771,1353,5434,1789,5581,1554,4795,2677,8727,4114,8417,3998,10320,4500,9448,3420,9577,3410,7925,3460,9618,6284,10067,5790,8123,7608,11229,8348,12854,8854,6648,4166
    Post-harvest labor,279,296,345,319,172,233,479,472,475,343,496,891,426,472,460,489,246,328,388,413,370,389,608,639,709,630,743,666,593,481,569,636,653,702,333,287
    Permanent hired labor,1346,2897,1778,3455,397,1030,2364,3756,2909,3980,0,0,2898,4844,3236,5118,1153,2540,3830,5337,3811,5420,4057,4650,1631,5204,1462,4127,2197,7846,1851,4891,2378,5515,366,1696
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,20,35,21,36,20,35,13,37,15,41,0,0,132,325,136,343,111,212,129,234,131,239,103,189,152,298,156,327,137,172,103,173,78,143,176,224
    Land preparation,235,282,185,187,328,382,206,231,157,215,420,179,594,875,570,903,722,735,738,1050,747,1057,625,1043,468,860,483,951,420,445,773,1697,504,658,1530,3025
    Crop establishment,68,171,38,86,120,253,351,401,411,423,89,56,278,588,266,540,337,818,241,407,248,419,159,242,324,802,372,897,161,285,221,559,202,482,275,736
    Crop care and maintenance,565,760,591,704,555,872,525,435,525,473,524,241,1323,1332,1349,1408,1186,872,1911,1922,1945,1909,1504,2214,991,2778,1094,3146,648,609,1126,1513,953,1192,1611,2122
    Harvesting and threshing,12,53,0,0,33,84,0,0,0,0,0,0,67,256,75,278,21,74,38,154,41,160,0,0,209,1167,222,1309,165,444,173,899,154,841,227,1054
    Post-harvest labor,33,47,32,53,38,37,185,187,153,161,323,242,207,234,176,208,365,299,117,185,115,186,141,189,0,0,0,0,0,0,60,246,34,152,134,401
Total Labor Costs,10091,,10974,,8604,,12045,,12773,,8891,,18078,,18258,,17148,,20673,,20795,,19233,,18921,,19315,,17607,,21225,,22741,,16952,
Davao de Oro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 12),,(n = 12),,(n = 0),,(n = 12),,(n = 12),,(n = 0),,(n = 26),,(n = 22),,(n = 4),,(n = 25),,(n = 20),,(n = 5),,(n = 118),,(n = 58),,(n = 60),,(n = 120),,(n = 80),,(n = 40),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,12,42,12,42,0,0,4,12,4,12,,,5,24,5,26,0,0,0,0,0,0,0,0,13,68,7,38,18,87,60,248,89,299,0,0
    Land preparation,1891,1095,1891,1095,0,0,2022,1126,2022,1126,,,1845,1097,1791,1034,2140,1551,2318,1108,2321,1209,2307,647,2223,1674,2649,1762,1812,1485,2358,1753,2612,1854,1849,1420
    Crop establishment,1206,898,1206,898,0,0,1831,906,1831,906,,,2554,2343,2973,2310,250,204,2269,1942,2769,1854,267,184,1763,2026,1660,1558,1863,2402,2239,2565,2442,2593,1834,2490
    Crop care and maintenance,200,374,200,374,0,0,243,457,243,457,,,143,419,43,200,693,840,206,577,103,460,618,854,448,908,484,1014,414,800,420,992,499,1077,262,783
    Harvesting and threshing,6877,2532,6877,2532,0,0,7343,3275,7343,3275,,,11936,3536,12009,3359,11535,4995,10683,3754,10064,3793,13158,2575,11102,5184,11541,5030,10677,5336,10914,5063,11539,5471,9664,3898
    Post-harvest labor,324,399,324,399,0,0,264,352,264,352,,,265,363,298,384,86,120,343,441,416,465,50,80,710,739,763,815,660,660,620,740,646,770,568,682
    Permanent hired labor,346,1197,346,1197,0,0,570,1975,570,1975,,,272,1387,321,1508,0,0,168,840,210,939,0,0,788,4176,1603,5870,0,0,1404,3776,1744,4011,723,3194
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,89,75,89,75,0,0,130,63,130,63,,,228,280,270,285,0,0,227,259,284,260,0,0,98,201,113,225,83,175,117,211,129,212,94,210
    Land preparation,650,632,650,632,0,0,877,747,877,747,,,1122,1216,1316,1226,56,113,1402,1267,1593,1308,641,776,621,741,472,662,765,790,1048,1279,938,1347,1267,1114
    Crop establishment,27,31,27,31,0,0,274,168,274,168,,,116,122,133,124,19,38,88,104,105,108,20,45,395,882,416,1199,376,390,351,464,287,372,479,593
    Crop care and maintenance,1015,991,1015,991,0,0,1197,546,1197,546,,,1755,1072,1932,1048,779,618,1399,750,1541,738,834,537,1187,1548,1147,972,1225,1959,1375,1570,1352,1631,1422,1460
    Harvesting and threshing,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,85,648,172,920,0,0,0,0,0,0,0,0
    Post-harvest labor,13,11,13,11,0,0,239,116,239,116,,,130,208,126,216,155,185,70,99,66,95,86,124,0,0,0,0,0,0,16,60,11,42,28,84
Total Labor Costs,12651,,12651,,0,,14994,,14994,,0,,20371,,21218,,15713,,19173,,19471,,17980,,19433,,21028,,17892,,20922,,22288,,18190,
Davao del Norte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 19),,(n = 19),,(n = 0),,(n = 19),,(n = 19),,(n = 0),,(n = 34),,(n = 34),,(n = 0),,(n = 34),,(n = 34),,(n = 0),,(n = 114),,(n = 64),,(n = 50),,(n = 114),,(n = 64),,(n = 50),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,66,189,66,189,0,0,45,113,45,113,,,22,61,22,61,,,14,41,14,41,,,187,395,103,230,295,521,97,292,42,104,168,416
    Land preparation,1299,970,1299,970,0,0,1812,1487,1812,1487,,,1411,1237,1411,1237,,,1513,1106,1513,1106,,,1926,1761,1396,942,2604,2276,2046,1145,1696,742,2494,1396
    Crop establishment,1710,1076,1710,1076,0,0,2027,969,2027,969,,,3114,1641,3114,1641,,,3420,1112,3420,1112,,,3915,1724,3952,1733,3867,1730,4535,2640,4697,1600,4328,3565
    Crop care and maintenance,408,831,408,831,0,0,533,737,533,737,,,309,605,309,605,,,480,766,480,766,,,558,882,440,656,708,1096,701,875,789,959,587,747
    Harvesting and threshing,5677,2246,5677,2246,0,0,8283,2860,8283,2860,,,11959,3186,11959,3186,,,11283,3453,11283,3453,,,12027,5914,12845,5881,10981,5849,12665,9896,12384,5097,13026,13864
    Post-harvest labor,347,362,347,362,0,0,369,344,369,344,,,501,453,501,453,,,394,424,394,424,,,590,661,562,596,626,742,556,576,626,631,468,489
    Permanent hired labor,183,798,183,798,0,0,472,1418,472,1418,,,2467,5327,2467,5327,,,2083,3870,2083,3870,,,504,2234,505,2028,504,2494,79,593,0,0,180,891
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,61,46,61,46,0,0,72,73,72,73,,,189,176,189,176,,,238,238,238,238,,,464,439,453,374,477,514,448,1516,616,1997,233,290
    Land preparation,394,234,394,234,0,0,288,253,288,253,,,639,634,639,634,,,853,932,853,932,,,688,863,724,930,642,774,3606,20505,853,754,7130,30762
    Crop establishment,46,72,46,72,0,0,526,742,526,742,,,349,489,349,489,,,302,345,302,345,,,409,639,302,444,546,809,5135,35620,243,389,11398,53427
    Crop care and maintenance,607,381,607,381,0,0,1120,588,1120,588,,,1108,976,1108,976,,,1354,1301,1354,1301,,,1568,1972,1536,1657,1608,2332,1033,918,1002,671,1073,1167
    Harvesting and threshing,89,280,89,280,0,0,34,118,34,118,,,0,0,0,0,,,0,0,0,0,,,22,119,28,146,14,71,416,1631,161,903,742,2212
    Post-harvest labor,11,14,11,14,0,0,323,204,323,204,,,43,81,43,81,,,30,37,30,37,,,0,0,0,0,0,0,603,3866,27,63,1341,5786
Total Labor Costs,10898,,10898,,0,,15904,,15904,,0,,22112,,22112,,0,,21965,,21965,,0,,22858,,22847,,22873,,31922,,23136,,43168,
Davao del Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 32),,(n = 31),,(n = 1),,(n = 32),,(n = 32),,(n = 0),,(n = 60),,(n = 60),,(n = 0),,(n = 60),,(n = 60),,(n = 0),,(n = 120),,(n = 120),,(n = 0),,(n = 98),,(n = 98),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,11,45,12,46,0,0,8,31,8,31,,,32,131,32,131,,,21,87,21,87,,,203,384,203,384,,,225,355,225,355,,
    Land preparation,2968,1184,2944,1195,3706,0,3270,1603,3270,1603,,,3450,1970,3450,1970,,,3699,1411,3699,1411,,,6186,4233,6186,4233,,,2600,1788,2600,1788,,
    Crop establishment,1245,1327,1285,1329,0,0,1247,1401,1247,1401,,,2212,2839,2212,2839,,,1773,1509,1773,1509,,,3142,2696,3142,2696,,,3504,2692,3504,2692,,
    Crop care and maintenance,218,663,225,672,0,0,192,417,192,417,,,239,431,239,431,,,323,538,323,538,,,497,984,497,984,,,246,712,246,712,,
    Harvesting and threshing,6570,2164,6569,2199,6586,0,6790,2767,6790,2767,,,10685,3789,10685,3789,,,10642,2755,10642,2755,,,13073,5703,13073,5703,,,12121,6723,12121,6723,,
    Post-harvest labor,308,394,317,397,0,0,184,232,184,232,,,195,327,195,327,,,201,346,201,346,,,683,731,683,731,,,594,554,594,554,,
    Permanent hired labor,1312,2562,1354,2593,0,0,1329,2701,1329,2701,,,1911,3875,1911,3875,,,1865,3743,1865,3743,,,2276,6691,2276,6691,,,800,3316,800,3316,,
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,53,57,55,58,0,0,92,109,92,109,,,230,331,230,331,,,216,364,216,364,,,448,601,448,601,,,409,500,409,500,,
    Land preparation,399,524,412,528,0,0,412,602,412,602,,,785,990,785,990,,,913,1680,913,1680,,,1235,1661,1235,1661,,,860,982,860,982,,
    Crop establishment,88,237,89,241,37,0,753,824,753,824,,,165,249,165,249,,,99,160,99,160,,,490,691,490,691,,,548,747,548,747,,
    Crop care and maintenance,2000,1164,2026,1173,1172,0,1326,825,1326,825,,,2090,2032,2090,2032,,,1554,1701,1554,1701,,,4170,3738,4170,3738,,,2293,2533,2293,2533,,
    Harvesting and threshing,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,12,90,12,90,,,8,57,8,57,,
    Post-harvest labor,41,58,41,59,30,0,258,201,258,201,,,97,145,97,145,,,68,112,68,112,,,0,0,0,0,,,43,84,43,84,,
Total Labor Costs,15211,,15329,,11531,,15861,,15861,,0,,22092,,22092,,0,,21373,,21373,,0,,32414,,32414,,0,,24251,,24251,,0,
Davao Oriental,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 60),,(n = 58),,(n = 2),,(n = 60),,(n = 58),,(n = 2),,(n = 60),,(n = 60),,(n = 0),,(n = 60),,(n = 60),,(n = 0),,(n = 120),,(n = 120),,(n = 0),,(n = 120),,(n = 120),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Hired Labor (₱/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,120,219,124,222,0,0,33,105,34,107,0,0,222,188,222,188,,,172,92,172,92,,,265,679,265,679,,,215,410,215,410,,
    Land preparation,3176,983,3230,906,1600,2263,3226,1046,3230,1064,3100,0,3525,1793,3525,1793,,,3521,1478,3521,1478,,,3952,2111,3952,2111,,,3168,1573,3168,1573,,
    Crop establishment,3038,416,3057,375,2485,1251,3475,451,3495,446,2900,28,5355,1708,5355,1708,,,4482,1275,4482,1275,,,5712,1730,5712,1730,,,5747,1863,5747,1863,,
    Crop care and maintenance,378,601,391,608,0,0,443,823,458,833,0,0,335,569,335,569,,,356,538,356,538,,,275,820,275,820,,,147,400,147,400,,
    Harvesting and threshing,7649,2370,7734,2339,5188,2645,7164,2262,7217,2282,5610,283,11240,3386,11240,3386,,,12288,2982,12288,2982,,,14658,5252,14658,5252,,,15292,5815,15292,5815,,
    Post-harvest labor,276,339,278,344,201,96,393,834,340,795,1935,281,233,356,233,356,,,265,398,265,398,,,851,604,851,604,,,632,548,632,548,,
    Permanent hired labor,1873,3780,1938,3829,0,0,2695,3988,2735,4041,1556,2201,3257,6401,3257,6401,,,3316,6282,3316,6282,,,4513,7603,4513,7603,,,4103,7750,4103,7750,,
"Operator, Family & Exchange (OFE) Labor (₱/ha)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Seedling management,59,46,57,45,118,31,98,82,100,82,46,65,211,196,211,196,,,216,206,216,206,,,602,700,602,700,,,510,733,510,733,,
    Land preparation,234,348,220,338,639,552,233,385,237,390,111,157,652,882,652,882,,,927,1118,927,1118,,,1202,2291,1202,2291,,,351,676,351,676,,
