Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
     Crop establishment,0.03,0.21,0.04,0.24,0,0,7.9,4.66,8.62,4.27,0.77,0.32,1.26,1.73,1.42,1.94,0.81,0.73,1.54,2.48,1.92,2.94,0.82,0.83,1.1,1.77,1.13,1.7,1.05,1.91,1.76,5.16,1.99,6,1.21,1.81
     Crop care & maintenance,14.26,9.26,15.64,9.99,9.2,2.57,10.73,5.72,10.34,5.79,14.55,3.22,9.91,10.68,11.84,11.6,4.24,3.51,9.26,11.86,12.4,13.37,3.23,3.66,6.8,8.72,7.57,10.18,5.41,4.95,6.79,9.87,6.55,7.5,7.4,14.33
  Harvesting and threshing,0.77,2.51,0.94,2.79,0.21,0.92,0.97,3.72,0.95,3.85,1.14,2.27,0.5,1.79,0.52,1.81,0.44,1.76,0.36,1.41,0.45,1.47,0.21,1.28,0.27,1.56,0.4,1.94,0.03,0.16,0.18,0.65,0.21,0.74,0.1,0.34
  Post-harvest labor,0.36,0.47,0.34,0.47,0.47,0.46,2.38,1.71,2.21,1.67,4.06,1.17,0.64,1.25,0.57,1.21,0.85,1.38,0.88,1.2,0.88,1.32,0.88,0.94,0.07,0.31,0.07,0.32,0.07,0.29,0.11,0.5,0.07,0.35,0.23,0.76
Total Labor,43,,47,,29,,54,,55,,45,,52,,56,,40,,51,,58,,38,,59,,64,,48,,66,,72,,50,
Antique,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 29),,(n = 31),,(n = 42),,(n = 28),,(n = 14),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,18.23,20.46,19.11,16.37,17.19,14.69,17.29,15.76,17.22,12.56,17.24
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,13.43,9.68,14.41,9.42,12.51,9.97,11.53,10.79,12.42,10.45,9.77,11.63
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3.01,4.48,3.98,5.23,2.11,3.48,2.07,3.98,2.45,4.53,1.31,2.53
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.91,4.07,2.07,4.46,1.75,3.74,1.09,2.52,0.89,2.24,1.48,3.08
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,25.51,13.7,26.44,14.47,24.65,13.12,23.74,13.82,23.71,13.74,23.79,14.5
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4.01,3.7,4.74,4.36,3.33,2.87,4.82,4.28,4.04,3.19,6.38,5.72
  Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15.96,29.98,17.44,34.66,14.59,25.34,14.4,26.33,12.3,22.01,18.59,33.95
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,16.95,13.14,17.81,11.61,15.49,8.85,12.56,9.6,12.16,7.35,12.47
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.08,0.6,0.16,0.86,0,0,0,0,0,0,0,0
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4.01,6,3.68,5.95,4.32,6.13,3.88,6.02,3.58,5.11,4.48,7.73
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2.08,3.41,1.6,3.11,2.52,3.67,1.21,2.11,1.3,2.24,1.04,1.91
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6.19,6.94,7.7,7.89,4.77,5.69,3.76,4.43,4.72,4.81,1.83,2.83
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.02,0.13,0.02,0.13,0.02,0.13,0.02,0.12,0,0,0.05,0.21
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.14,0.57,0.21,0.7,0,0
Total Labor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,76,,82,,71,,67,,66,,69,
Capiz,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 59),,(n = 31),,(n = 28),,(n = 57),,(n = 40),,(n = 17),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,42.47,28.27,47.87,23,27.06,19.11,21.08,18.32,19.88,20.99,22.89
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.05,0.29,0.06,0.36,0.04,0.19,0.07,0.45,0.08,0.51,0.06,0.24
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,12.31,8.82,10.53,7.09,14.27,10.19,10.34,7.93,9.57,6.09,12.15,11.17
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8.06,13.97,9.1,13.99,6.9,14.1,7.04,9.94,6.78,10.42,7.65,8.97
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5.36,19.39,8.58,26.43,1.79,2.58,1.66,2.76,1.89,2.86,1.13,2.51
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,21.89,14.56,22.81,15.69,20.88,13.41,23.14,13.94,21.14,10.33,27.83,19.66
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3.55,3.06,3.83,3.54,3.24,2.45,4.44,4.57,3.9,4.04,5.71,5.55
  Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9.25,17.14,10.75,18.54,7.59,15.61,11.16,19.01,12.35,16.96,8.35,23.49
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.01,14.68,8.27,10.4,14.04,17.52,13.24,18.93,10.23,15.56,20.37,23.99
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.13,0.62,0.02,0.11,0.24,0.89,0.05,0.29,0.03,0.16,0.12,0.49
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3.2,4.91,2.01,2.86,4.52,6.27,4.46,7.55,3.16,5.57,7.53,10.47
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.75,2.71,0.94,1.4,2.65,3.46,2.28,3.56,1.9,3.26,3.18,4.16
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5.93,6.44,5.3,6.03,6.63,6.9,6.45,7.53,5.14,6.57,9.54,8.87
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.06,0.4,0.1,0.54,0.02,0.12,0.16,1.19,0.23,1.42,0,0
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.35,1.01,0.29,0.87,0.48,1.31
Total Labor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,72,,74,,69,,72,,66,,84,
Iloilo,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 88),,(n = 41),,(n = 47),,(n = 38),,(n = 22),,(n = 16),,(n = 116),,(n = 62),,(n = 54),,(n = 58),,(n = 29),,(n = 29),,(n = 116),,(n = 55),,(n = 61),,(n = 68),,(n = 49),,(n = 19),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,4.86,7.58,6.25,8.96,3.65,5.49,5.67,7.77,6.03,8.93,5.17,4.22,8.52,13.03,8.44,13.6,8.59,9.95,7.78,7.78,8,8.97,7.58,6.42,17.66,33.97,17.19,31.45,18.08,33.44,12.17,15.31,12.45,14.38,11.45,16.11
     Seedling management,0.01,0.07,0,0,0.01,0.1,0,0,0,0,0,0,0.01,0.14,0.02,0.19,0,0,0,0,0,0,0,0,0.14,0.71,0.18,0.85,0.1,0.57,0.06,0.49,0,0,0.21,0.92
     Land preparation,3.2,2.92,3.56,3.06,2.89,2.79,4.21,3.53,3.77,3.49,4.82,3.59,5.2,4.59,4.55,4.76,5.94,4.31,6.37,4.41,6.43,4.78,6.32,4.09,9.89,12.66,7.92,8.67,11.66,15.26,8.75,6.86,8.83,6.81,8.55,7.17
     Crop establishment,1.04,3.47,1.84,4.69,0.34,1.61,0.88,2.93,1.32,3.82,0.27,0.38,2.53,5.97,3.59,7.71,1.3,2.45,0.32,0.52,0.37,0.58,0.27,0.45,5.17,12.69,5.46,11.14,4.92,14.04,2.09,5.06,2.07,4.26,2.14,6.86
     Crop care & maintenance,0.61,1.12,0.85,1.21,0.41,0.99,0.58,1.31,0.94,1.62,0.08,0.25,0.78,2.33,0.28,0.94,1.35,3.19,1.09,2.85,1.2,3.61,0.99,1.88,2.46,7.91,3.63,10.79,1.4,3.57,1.27,2.9,1.55,3.31,0.55,1.16
  Harvesting and threshing,18.59,4.74,18.56,4.12,18.63,5.26,16.26,8.89,14.11,8.67,19.21,8.58,17,8.28,16.68,9.07,17.37,7.34,20.23,9.43,23.38,9.97,17.07,7.82,21.35,16.85,20.63,18.81,22,14.99,18.59,13.72,16.9,12.93,22.95,15.06
  Post-harvest labor,0.92,0.53,1.04,0.42,0.81,0.6,1.88,1.5,1.76,1.7,2.04,1.21,2.65,1.87,2.76,1.94,2.52,1.8,4.05,2.35,4.53,2.35,3.57,2.28,4.88,5.5,5.36,6.73,4.46,4.09,4.98,5.33,5.52,5.78,3.6,3.72
  Permanent hired labor,1.86,5.86,2.55,7.27,1.25,4.27,2.89,7.54,4.21,9.4,1.08,3.23,0.48,1.53,0.79,1.98,0.13,0.58,0.64,2.74,1.19,3.81,0.09,0.34,7.43,22.96,5.15,14.45,9.48,28.52,7.47,21.39,9.98,24.72,1,3.56
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,8.55,7.57,9.58,9.57,7.67,5.15,17.5,14.45,20.56,15.82,13.29,10.99,11.37,12.71,11.03,13.14,11.78,11.86,16.71,19.87,23.4,23.43,10.02,10.93,19.08,25.61,18.59,22.39,19.5,28.04,11.64,15.26,10.63,15.66,14.24,12.68
     Seedling management,0.05,0.2,0.09,0.27,0.02,0.11,0.03,0.21,0.06,0.28,0,0,0.13,0.54,0.24,0.72,0,0,0,0,0,0,0,0,0.33,1.45,0.33,1.28,0.32,1.59,0,0,0,0,0,0
     Land preparation,0.39,1.45,0.68,1.93,0.14,0.78,3.92,3.78,4.43,4.35,3.22,2.81,4.65,4.41,4.59,4.43,4.72,4.42,4.78,5.58,5.4,6.08,4.16,5.07,9.2,13.24,8.07,10.29,10.21,15.44,5.34,6.31,4.41,6.04,7.73,6.54
     Crop establishment,0.06,0.2,0.08,0.22,0.05,0.17,3.51,4.41,4.99,4.89,1.47,2.6,1.26,1.86,0.99,1.65,1.58,2.04,0.69,0.53,0.7,0.6,0.68,0.47,1.84,2.35,1.62,2.27,2.04,2.43,1.07,1.84,0.82,1.56,1.71,2.34
     Crop care & maintenance,8.05,5.72,8.73,7.15,7.46,4.09,10.04,6.05,11.08,6.3,8.6,5.58,5.33,5.9,5.21,6.34,5.48,5.4,11.24,13.76,17.3,16.75,5.18,5.39,7.71,8.57,8.57,8.55,6.93,8.58,5.23,7.11,5.4,8.06,4.8,3.8
  Harvesting and threshing,0.1,0.65,0.21,0.94,0,0,1.26,2.54,2.07,3.08,0.14,0.56,0.22,0.91,0.24,1.04,0.19,0.75,0.12,0.49,0.2,0.63,0.05,0.28,0.2,1.16,0.1,0.61,0.3,1.5,0.08,0.39,0.02,0.08,0.24,0.71
  Post-harvest labor,0.13,0.24,0.19,0.3,0.08,0.16,2.6,1.88,3.11,1.91,1.9,1.66,0.19,0.44,0.23,0.42,0.15,0.45,0.42,0.79,0.38,1,0.45,0.51,0,0,0,0,0,0,0.22,0.83,0.15,0.73,0.41,1.03
Total Labor,35,,38,,32,,48,,52,,43,,40,,40,,41,,50,,61,,39,,71,,67,,74,,55,,56,,54,
Negros Occidental,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Permanent hired labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     Seedling management,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Land preparation,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Crop establishment,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Crop care & maintenance,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Harvesting and threshing,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Post-harvest labor,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Labor,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bohol,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 75),,(n = 22),,(n = 53),,(n = 41),,(n = 26),,(n = 15),,(n = 81),,(n = 33),,(n = 48),,(n = 86),,(n = 32),,(n = 54),,(n = 65),,(n = 26),,(n = 39),,(n = 78),,(n = 29),,(n = 49),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,13.26,10.01,16.39,9.44,11.95,9.82,12.61,11.38,14.21,11.59,9.82,10.61,23.37,20.81,25.96,21.9,21.59,19.84,22.42,19.81,26.83,20.7,19.79,18.39,31.92,38.93,32.79,29.43,31.32,42.82,30.64,31.75,27.57,29.96,32.46,32.63
     Seedling management,0.19,0.29,0.31,0.32,0.14,0.26,0.21,0.35,0.3,0.38,0.05,0.21,0.21,0.58,0.3,0.69,0.15,0.48,0.36,0.78,0.72,1.1,0.14,0.37,0.18,0.65,0.16,0.61,0.19,0.69,0.49,1.47,0.46,1.58,0.51,1.42
     Land preparation,2.85,3.18,3.13,3.29,2.73,3.16,2.44,2.66,2.84,2.59,1.75,2.72,4.4,4.46,4.19,4.09,4.55,4.73,4.25,4.57,4.09,3.84,4.34,4.98,7.99,10.54,8.39,12.54,7.72,9.13,7.97,9.09,7.18,9.6,8.44,8.84
     Crop establishment,8.58,4.82,10.34,3.7,7.85,5.06,7.13,5.56,7.54,5.8,6.41,5.24,15.19,11.08,16.74,12.18,14.12,10.25,13.88,9.56,15.87,10.44,12.7,8.89,15.75,11.2,17.69,8.9,14.45,12.44,16.64,13.3,13.83,11.05,18.3,14.32
     Crop care & maintenance,1.64,1.72,2.61,2.13,1.23,1.34,2.83,2.81,3.53,2.82,1.61,2.44,3.57,4.69,4.73,4.94,2.77,4.38,3.93,4.9,6.15,5.32,2.61,4.15,8,16.54,6.55,7.38,8.96,20.56,5.54,7.89,6.1,7.73,5.21,8.05
  Harvesting and threshing,14.9,6.54,18.5,4.67,13.41,6.66,13.93,8.93,17.98,7.26,6.9,7.08,18.17,11.67,23.12,10.5,14.77,11.31,22.66,12.66,29.45,11,18.63,11.91,32.73,26.2,45.35,28.11,24.31,21.31,30.01,24.67,34.35,26.01,27.44,23.74
  Post-harvest labor,0.46,0.58,0.75,0.6,0.34,0.52,1.19,1,1.63,0.74,0.42,0.94,3.32,2.7,4.52,2.53,2.5,2.52,2.24,2.56,4.24,2.69,1.05,1.56,4.29,9.04,9.26,12.56,0.99,2.4,3.42,4.8,5.25,5.78,2.34,3.77
  Permanent hired labor,0.23,1.69,0.12,0.57,0.27,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.87,0.54,3.06,0,0,3.05,18.03,7.63,28.21,0,0,1.69,12.11,3.57,19.22,0.58,4.04
"Operator, Family & Exchange (OFE) Labor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,7.79,6.49,9.1,7.63,7.24,5.22,27.87,16.26,30.81,15.89,22.79,14.05,26.47,22.96,31.15,28.04,23.27,17.07,35.19,30.09,47.09,34.24,28.13,21.01,47.7,58.36,37.46,43.57,54.52,65.57,41.84,102.74,28.62,29.3,49.66,127.43
     Seedling management,0.59,0.32,0.54,0.35,0.62,0.31,1.04,0.44,0.98,0.47,1.15,0.35,3.23,2.53,4.46,3.1,2.39,1.59,2.41,1.56,2.93,1.92,2.1,1.23,4.16,3,3.67,2.74,4.49,3.16,5.9,7.39,4.78,3.09,6.56,8.99
     Land preparation,0.09,0.75,0,0,0.12,0.89,5.41,3.35,4.8,3.23,6.47,3.39,8.91,6.75,8.68,8.15,9.08,5.68,10.76,7.14,9.3,7.25,11.62,7,12.04,12.79,10.69,12,12.93,13.36,12.14,26.96,7.58,8.19,14.83,33.27
     Crop establishment,0.06,0.48,0,0,0.08,0.57,10.31,7.52,12.37,7.94,6.74,5.25,4.44,4.39,4.38,4.75,4.48,4.17,4.1,4.26,4.58,4.4,3.81,4.19,8.24,12.2,4.59,6.53,10.67,14.4,8.46,28.9,4.32,7.95,10.91,35.86
     Crop care & maintenance,7.05,4.94,8.56,7.28,6.42,3.45,11.11,4.95,12.66,4.25,8.43,5.06,9.89,9.29,13.63,12.04,7.32,5.63,17.92,17.13,30.28,20.67,10.6,8.59,23.26,30.37,18.51,22.3,26.43,34.65,15.34,39.49,11.94,10.07,17.36,49.31
  Harvesting and threshing,2.29,5.73,0,0,3.24,6.6,3.92,6,1.6,3.02,7.92,7.71,1.04,2.75,0.27,1.4,1.56,3.3,0.8,2.23,0.25,0.96,1.13,2.67,1.52,4.31,0,0,2.54,5.35,4.44,28.71,0.29,1.11,6.9,36.13
  Post-harvest labor,0.48,0.5,0.35,0.44,0.53,0.51,3.91,1.4,4.19,1.11,3.42,1.72,0.78,1.05,0.73,1.1,0.81,1.02,0.88,0.93,0.55,0.68,1.08,1.01,0,0,0,0,0,0,1.95,7.65,0.77,1.45,2.65,9.56
Total Labor,39,,45,,37,,63,,70,,51,,73,,86,,65,,84,,109,,70,,121,,132,,114,,114,,100,,122,
Leyte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 79),,(n = 52),,(n = 27),,(n = 78),,(n = 54),,(n = 24),,(n = 84),,(n = 69),,(n = 15),,(n = 83),,(n = 69),,(n = 14),,(n = 78),,(n = 65),,(n = 13),,(n = 77),,(n = 67),,(n = 10),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Labor Requirements (person-days/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pre Harvest Labor,18.7,10.18,20.22,10.16,15.77,9.1,20.48,10.36,22.81,9.17,15.23,10.16,31.85,21.38,34.79,20.49,18.26,17.42,34.53,21.71,37.39,20.88,20.47,20.23,39.05,32.65,40.27,31.7,32.95,33.5,29.15,20.05,29.51,19.98,26.79,21.03
     Seedling management,0.2,0.31,0.25,0.34,0.11,0.21,0.16,0.39,0.21,0.44,0.05,0.22,0.75,0.96,0.84,0.97,0.31,0.83,0.62,1,0.64,0.96,0.52,1.19,0.68,1.53,0.76,1.65,0.28,0.59,0.65,0.77,0.61,0.75,0.96,0.87
     Land preparation,4.59,3.27,5.64,3.13,2.57,2.53,4.89,2.8,5.65,2.73,3.17,2.16,7.58,5.07,8.37,4.75,3.9,5,9.09,5.43,9.84,5.14,5.38,5.44,13.15,11.73,13.79,12.32,9.99,7.74,8.48,5.62,8.73,5.59,6.82,5.83
